City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
615,Goderich,CA,73.9,clear sky,43.7501,-81.7165,Harmony Inn
616,Silva Jardim,BR,71.58,few clouds,-22.6508,-42.3917,Pousada Ipuca
620,Kalmunai,LK,79.88,overcast clouds,7.4167,81.8167,VS Villa
624,Dakar,SN,82.53,scattered clouds,14.6937,-17.4441,Novotel Dakar
628,Kudahuvadhoo,MV,82.09,light rain,2.6708,72.8944,Niyama Private Islands Maldives
629,Tabuk,PH,74.55,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
635,Thunder Bay,CA,71.58,overcast clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
638,Piran,SI,82.51,broken clouds,45.5278,13.5706,Hotel Histrion
639,Sile,TR,74.07,clear sky,41.1754,29.6133,Phellos Suites
642,Port Hawkesbury,CA,81.91,scattered clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
643,Charagua,BO,89.17,clear sky,-19.8,-63.2167,Hotel
645,Athabasca,CA,73.81,scattered clouds,54.7169,-113.2854,Athabasca Lodge Motel
646,Cherat,PK,73.33,broken clouds,33.8233,71.8915,Faqeer Afzal Residency
648,Parana,AR,80.51,overcast clouds,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
649,Osakarovka,KZ,70.59,broken clouds,50.565,72.5692,Motel' Osakarovka
653,Jiazi,CN,81.91,clear sky,22.8779,116.067,Hotel Jin Hao
656,Kanniyakumari,IN,77.61,scattered clouds,8.0833,77.5667,Sparsa Kanyakumari
657,Mustafabad,PK,86.14,scattered clouds,30.8922,73.4989,Khawaja Shop
663,Dutse,NG,77.29,light rain,11.7594,9.3392,Central Mosque Galamawa
664,Marsa Matruh,EG,78.64,clear sky,31.3525,27.2453,Beau Site
666,Varadero,CU,83.16,moderate rain,23.1536,-81.2514,Hotel Tuxpan Varadero
667,Suntar,RU,70.47,clear sky,62.1444,117.6319,Гостевая квартира
668,Maragogi,BR,74.37,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
671,Mozarlandia,BR,85.14,clear sky,-14.7447,-50.5706,Hotel Santa Mônica
672,Gizo,SB,81.55,overcast clouds,-8.103,156.8419,Imagination Island
673,Ruidoso,US,78.96,overcast clouds,33.3317,-105.673,Inn of the Mountain Gods
675,Pickerington,US,77.16,light rain,39.8842,-82.7535,Doodytime
677,Bataipora,BR,80.02,clear sky,-22.2953,-53.2711,Hotel Vale do Ivinhema
678,Sal Rei,CV,78.73,broken clouds,16.1833,-22.9167,Marine Club Beach Resort
