City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Cancun,MX,21.1743,-86.8466,89.53,66,40,6.91,scattered clouds
350,Marica,BR,-22.9194,-42.8186,75.49,79,4,15.26,clear sky
351,Plettenberg Bay,ZA,-34.0527,23.3716,59.86,57,78,9.89,broken clouds
352,Atbasar,KZ,51.8,68.3333,70.63,42,99,11.9,overcast clouds
353,Madison,US,34.7334,-86.5667,92.55,64,75,8.05,broken clouds
354,Teahupoo,PF,-17.8333,-149.2667,73.36,86,94,12.41,light rain
355,Ust-Ilimsk,RU,58.0006,102.6619,55.8,94,100,8.9,overcast clouds
356,Taos,US,36.4072,-105.5731,80.2,47,20,13.8,few clouds
357,Elizabeth City,US,36.2946,-76.2511,82.42,94,20,3.44,light rain
358,Anakapalle,IN,17.6833,83.0167,78.75,86,99,1.97,overcast clouds
359,Mamlyutka,KZ,54.9375,68.5394,63.16,96,100,4.18,overcast clouds
360,Srednekolymsk,RU,67.45,153.6833,44.44,65,92,15.03,overcast clouds
361,Fortuna,US,40.5982,-124.1573,72.93,68,38,3.0,scattered clouds
362,Kedgwick,CA,47.6446,-67.3434,70.12,57,83,7.74,broken clouds
363,Nacala,MZ,-14.5428,40.6728,69.24,76,0,8.14,clear sky
364,Beloha,MG,-25.1667,45.05,60.03,81,0,2.21,clear sky
365,Lamu,KE,-2.2717,40.902,75.09,81,49,17.83,scattered clouds
366,Lagoa,PT,39.05,-27.9833,73.76,87,32,11.63,scattered clouds
367,Innisfail,AU,-17.5333,146.0333,65.53,87,67,5.35,broken clouds
368,Arlit,NE,18.7369,7.3853,100.31,10,23,16.96,few clouds
369,Alghero,IT,40.5589,8.3181,75.29,83,0,1.14,clear sky
370,Dalbandin,PK,28.8947,64.4101,78.03,79,45,8.39,light rain
371,Benghazi,LY,32.1167,20.0667,80.83,74,0,9.69,clear sky
372,Faanui,PF,-16.4833,-151.75,77.58,74,64,10.25,broken clouds
373,Valdosta,US,30.8327,-83.2785,93.97,49,0,3.44,clear sky
374,Vostok,RU,46.4856,135.8833,63.95,94,0,1.54,clear sky
375,Kysyl-Syr,RU,63.8986,122.7617,66.49,81,9,5.59,clear sky
376,Paracatu,BR,-17.2222,-46.8747,71.76,36,0,3.22,clear sky
377,Bathsheba,BB,13.2167,-59.5167,84.81,77,40,19.57,scattered clouds
378,Akureyri,IS,65.6835,-18.0878,55.33,76,75,5.75,broken clouds
379,Talaya,RU,61.3833,152.75,58.59,65,100,10.31,light rain
380,Ucluelet,CA,48.9329,-125.5528,79.09,63,0,1.01,clear sky
381,Benguela,AO,-12.5763,13.4055,68.23,88,31,1.88,scattered clouds
382,Morondava,MG,-20.2833,44.2833,69.87,69,0,15.55,clear sky
383,Vrangel,RU,42.7297,133.0839,68.56,93,100,2.86,overcast clouds
384,Esso,RU,55.9333,158.7,55.89,80,73,4.74,broken clouds
385,Staryy Nadym,RU,65.6118,72.6842,47.91,87,75,9.55,broken clouds
386,Ballina,AU,-28.8667,153.5667,50.02,64,0,12.71,clear sky
387,Shache,CN,38.4167,77.2406,85.14,18,49,6.02,scattered clouds
388,Boyolangu,ID,-8.1181,111.8935,71.08,92,33,1.9,scattered clouds
389,Geraldton,AU,-28.7667,114.6,43.21,87,0,9.22,clear sky
390,Luanda,AO,-8.8368,13.2343,71.6,83,75,8.05,broken clouds
391,Moron,AR,-34.6534,-58.6198,69.94,91,97,4.74,overcast clouds
392,Nhamunda,BR,-2.1861,-56.7131,86.63,61,74,3.15,broken clouds
393,Nantucket,US,41.2835,-70.0995,80.71,74,0,8.05,clear sky
394,Saint-Augustin,CA,51.226,-58.6502,68.02,63,81,18.1,broken clouds
395,Oxbow,CA,49.2333,-102.1676,68.29,53,82,8.75,broken clouds
396,Apatity,RU,67.5641,33.4031,58.53,98,99,7.83,light rain
397,Brus Laguna,HN,15.75,-84.4833,80.71,88,100,3.8,overcast clouds
398,Honiara,SB,-9.4333,159.95,79.52,78,73,2.66,light rain
399,Antalaha,MG,-14.9003,50.2788,65.5,87,2,6.17,clear sky
400,Tacuarembo,UY,-31.7333,-55.9833,70.7,84,15,5.39,few clouds
401,Sorland,NO,67.667,12.6934,51.66,91,100,30.78,light rain
402,Mnogovershinnyy,RU,53.9353,139.9242,54.46,94,100,1.32,overcast clouds
403,Itoman,JP,26.1247,127.6694,81.37,87,40,4.61,scattered clouds
404,Saint-Louis,SN,16.3333,-15.0,91.04,50,7,11.45,clear sky
405,Barbacoas,CO,1.6715,-78.1398,77.41,91,99,4.54,moderate rain
406,Ciudad Bolivar,VE,8.1222,-63.5497,89.31,46,69,1.68,broken clouds
407,Kristinehamn,SE,59.3098,14.1081,61.36,84,99,6.62,overcast clouds
408,Fort Saint James,CA,54.4333,-124.25,87.26,33,7,1.52,clear sky
409,Thinadhoo,MV,0.5333,72.9333,79.29,84,85,22.39,overcast clouds
410,Wadi Musa,JO,30.3222,35.4793,71.02,36,0,5.23,clear sky
411,Carutapera,BR,-1.195,-46.02,78.85,81,97,8.16,overcast clouds
412,Tomatlan,MX,19.9333,-105.25,90.18,58,93,8.9,overcast clouds
413,Gat,IL,31.61,34.7642,80.4,57,0,2.86,clear sky
414,Lazarev,RU,52.225,141.5131,56.91,96,100,13.18,overcast clouds
415,Dobroye,RU,52.8678,39.8109,69.15,76,44,1.63,light rain
416,Hasaki,JP,35.7333,140.8333,81.0,89,98,15.82,overcast clouds
417,Damghan,IR,36.1683,54.348,80.11,51,1,1.25,clear sky
418,Minot,US,48.2325,-101.2963,68.22,68,100,21.85,overcast clouds
419,Manokwari,ID,-0.8667,134.0833,78.04,72,72,2.77,broken clouds
420,Bo Phloi,TH,14.3236,99.5161,75.31,84,66,2.46,broken clouds
421,Fuengirola,ES,36.54,-4.6247,82.85,83,0,2.3,clear sky
422,Shimoda,JP,34.6667,138.95,79.11,91,65,6.73,broken clouds
423,Kaputa,ZM,-8.4689,29.6619,70.97,50,66,0.89,broken clouds
424,Tazovskiy,RU,67.4667,78.7,48.72,78,96,4.68,overcast clouds
425,Antofagasta,CL,-23.65,-70.4,60.24,77,33,9.42,scattered clouds
426,Encarnacion,PY,-27.3333,-55.9,84.72,51,0,2.3,clear sky
427,Dudinka,RU,69.4058,86.1778,52.63,84,65,7.02,broken clouds
428,Boditi,ET,6.9667,37.8667,62.06,66,98,3.24,overcast clouds
429,Port Pirie,AU,-33.1833,138.0167,46.17,82,66,5.88,broken clouds
430,Hvolsvollur,IS,63.7533,-20.2243,52.09,93,100,5.88,overcast clouds
431,Young,UY,-32.6833,-57.6333,70.84,80,74,6.53,broken clouds
432,Tateyama,JP,34.9833,139.8667,79.11,90,74,12.12,broken clouds
433,Beba,CU,22.4437,-79.7253,86.27,67,57,10.89,light rain
434,Kilindoni,TZ,-7.9139,39.6668,75.9,77,57,15.59,broken clouds
435,Buala,SB,-8.145,159.5921,80.37,80,90,4.65,light rain
436,Bosaso,SO,11.2842,49.1816,91.31,40,3,16.4,clear sky
437,Kisangani,CD,0.5167,25.2,70.65,98,100,2.19,overcast clouds
438,Genhe,CN,50.7833,121.5167,63.41,99,100,3.31,overcast clouds
439,Orapa,BW,-21.2833,25.3667,59.02,46,0,8.21,clear sky
440,Shingu,JP,33.7333,135.9833,77.88,93,100,0.47,overcast clouds
441,Verkhnyaya Inta,RU,65.9811,60.3094,50.38,79,100,13.65,overcast clouds
442,Verkhovyna,UA,48.1557,24.7911,65.03,72,65,1.59,broken clouds
443,Esperance,AU,-33.8667,121.9,51.64,80,100,5.64,overcast clouds
444,Rafaela,AR,-31.2503,-61.4867,79.99,39,75,1.01,broken clouds
445,Umm Kaddadah,SD,13.6017,26.6876,90.75,34,100,12.08,overcast clouds
446,Birjand,IR,32.8663,59.2211,84.67,20,75,11.5,haze
447,Mareeba,AU,-17.0,145.4333,61.45,91,3,2.24,clear sky
448,Ferme-Neuve,CA,46.7001,-75.4493,77.31,36,24,10.07,few clouds
449,Alyangula,AU,-13.8483,136.4192,70.86,71,0,15.57,clear sky
450,Baker City,US,44.7749,-117.8344,93.6,24,0,5.75,clear sky
451,Malanje,AO,-9.5402,16.341,68.61,22,83,4.83,broken clouds
452,Koslan,RU,63.4564,48.8989,53.64,58,45,3.98,scattered clouds
453,Gostilitsy,RU,59.7483,29.622,63.19,75,100,7.56,overcast clouds
454,Medea,DZ,36.2642,2.7539,75.25,49,0,2.8,clear sky
455,Iracoubo,GF,5.4802,-53.2011,81.21,76,47,7.29,scattered clouds
456,Fougamou,GA,-1.2154,10.5838,76.8,67,44,4.21,scattered clouds
457,Maputo,MZ,-25.9653,32.5892,60.48,88,0,3.44,clear sky
458,Mazamari,PE,-11.3258,-74.5308,76.89,88,55,1.88,broken clouds
459,Waterfoot,GB,53.6929,-2.2525,56.48,85,87,3.49,overcast clouds
460,Prince Rupert,CA,54.3161,-130.3201,75.29,76,0,14.97,clear sky
461,Bandarbeyla,SO,9.4942,50.8122,75.99,82,27,31.27,scattered clouds
462,Kununurra,AU,-15.7667,128.7333,73.38,31,15,10.36,few clouds
463,Port Hardy,CA,50.6996,-127.4199,68.18,73,0,4.61,clear sky
464,Oranjemund,NA,-28.55,16.4333,56.23,82,83,4.45,broken clouds
465,Vila Velha,BR,-20.3297,-40.2925,75.15,73,40,4.61,scattered clouds
466,Sampit,ID,-2.5333,112.95,72.52,99,89,1.21,overcast clouds
467,Jieshi,CN,22.8134,115.8257,83.19,77,1,7.2,clear sky
468,Jacona,US,35.8906,-106.0422,92.39,39,21,20.69,few clouds
469,Ouadda,CF,8.0777,22.4007,68.52,99,100,4.09,overcast clouds
470,Pringsewu,ID,-5.3582,104.9744,72.05,98,86,1.7,overcast clouds
471,Pafos,CY,34.7667,32.4167,76.78,78,0,5.75,clear sky
472,Santa Maria,BR,-29.6842,-53.8069,67.3,88,0,4.61,clear sky
473,Redlands,US,34.0556,-117.1825,99.41,32,20,8.05,few clouds
474,Mogadishu,SO,2.0371,45.3438,75.61,83,40,21.36,light rain
475,Burnie,AU,-41.0667,145.9167,46.92,70,5,9.06,clear sky
476,Umm Lajj,SA,25.0213,37.2685,85.84,67,11,6.4,few clouds
477,Angoche,MZ,-16.2325,39.9086,71.04,71,12,9.46,few clouds
478,Seddon,AU,-37.8068,144.8916,52.86,94,75,8.05,broken clouds
479,Dobruska,CZ,50.292,16.16,65.64,63,74,2.84,broken clouds
480,Sabha,LY,27.0377,14.4283,85.86,14,46,8.14,scattered clouds
481,Olinda,BR,-8.0089,-34.8553,73.13,88,100,10.36,mist
482,Cidreira,BR,-30.1811,-50.2056,61.56,92,34,12.53,scattered clouds
483,Chernyshevskiy,RU,63.0128,112.4714,67.08,90,2,2.93,light rain
484,Kukushtan,RU,57.6464,56.4952,60.42,91,32,6.69,scattered clouds
485,Batagay-Alyta,RU,67.8006,130.4114,67.66,63,95,1.43,overcast clouds
486,Chunskiy,RU,56.0815,99.6342,49.73,98,11,4.07,few clouds
487,Burayevo,RU,55.8407,55.4083,61.09,95,71,7.78,broken clouds
488,Miri,MY,4.4148,114.0089,75.34,100,40,0.0,scattered clouds
489,Ambulu,ID,-8.345,113.6058,72.14,90,8,2.39,clear sky
490,Soyo,AO,-6.1349,12.3689,70.18,88,48,8.79,scattered clouds
491,Nekhayevskiy,RU,50.4106,41.7561,65.59,85,62,2.15,broken clouds
492,Urumqi,CN,43.801,87.6005,74.35,33,0,6.71,clear sky
493,Baykit,RU,61.67,96.37,61.0,97,98,3.53,light rain
494,Devonport,AU,-41.1667,146.35,46.99,74,26,9.35,scattered clouds
495,Sioux Lookout,CA,50.1001,-91.917,71.67,64,75,5.75,broken clouds
496,Santa Cruz,BO,-17.8,-63.1667,86.05,48,20,17.27,few clouds
497,Aviles,ES,43.5547,-5.9248,66.92,75,100,8.01,overcast clouds
498,Olafsvik,IS,64.8945,-23.7142,52.5,92,100,16.06,light rain
499,Ercis,TR,39.0287,43.3586,65.68,29,0,3.02,clear sky
500,Mandalgovi,MN,45.7625,106.2708,51.57,84,2,13.06,clear sky
501,Broome,US,42.2506,-75.833,80.71,52,75,9.22,broken clouds
502,Aksu,CN,41.1231,80.2644,83.8,24,4,1.77,clear sky
503,Bar Harbor,US,44.3876,-68.2039,78.35,57,0,13.8,clear sky
504,Georgiyevka,KZ,43.0369,74.7114,71.64,56,0,6.71,clear sky
505,Tromso,NO,69.6496,18.957,54.37,87,75,4.61,broken clouds
506,Punta Alta,AR,-38.8759,-62.0736,50.77,100,100,6.91,mist
507,Southbridge,US,42.0751,-72.0334,79.43,59,96,8.37,overcast clouds
508,Toba,JP,34.4833,136.85,78.8,89,100,9.17,heavy intensity rain
509,General Pico,AR,-35.6566,-63.7568,65.66,83,100,8.01,overcast clouds
510,Pangai,TO,-19.8,-174.35,75.9,65,99,14.47,overcast clouds
511,Lappeenranta,FI,61.0587,28.1887,66.54,81,100,4.61,moderate rain
512,Afogados Da Ingazeira,BR,-7.7508,-37.6392,76.59,59,100,13.89,overcast clouds
513,Alta Floresta,BR,-9.8756,-56.0861,91.87,23,7,3.42,clear sky
514,Hit,IQ,33.6416,42.8251,92.23,12,0,9.55,clear sky
515,Asyut,EG,27.181,31.1837,87.85,13,0,7.47,clear sky
516,Ilulissat,GL,69.2167,-51.1,46.42,87,75,10.36,broken clouds
517,Fredericksburg,US,38.3032,-77.4605,81.75,72,75,4.61,broken clouds
518,Malmo,SE,55.6059,13.0007,58.91,56,83,1.99,broken clouds
519,Weihe,CN,32.9952,105.3247,67.53,98,100,3.42,overcast clouds
520,Teloloapan,MX,18.35,-99.85,74.77,62,76,3.53,broken clouds
521,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,82,75,2.24,broken clouds
522,Loandjili,CG,-4.7561,11.8578,69.78,89,16,6.98,few clouds
523,Hervey Bay,AU,-25.2986,152.8535,53.37,57,0,11.92,clear sky
524,San Cristobal,VE,7.7669,-72.225,80.78,62,36,5.01,scattered clouds
525,Kavaratti,IN,10.5669,72.642,81.18,76,100,16.22,overcast clouds
526,Matara,LK,5.9485,80.5353,77.07,91,91,4.76,overcast clouds
527,Qianjiang,CN,30.4151,112.8859,79.2,95,100,5.84,overcast clouds
528,Russell,US,32.3502,-85.1999,92.48,60,100,3.38,overcast clouds
529,Milton,US,34.1322,-84.3007,93.06,61,94,6.38,overcast clouds
530,Kunming,CN,25.0389,102.7183,62.53,94,0,8.95,clear sky
531,Westport,US,41.1415,-73.3579,84.72,57,0,10.36,clear sky
532,Soe,ID,-9.8607,124.284,58.57,89,99,5.35,overcast clouds
533,Arrecife,ES,28.963,-13.5477,78.78,69,0,25.32,clear sky
534,Saint Stephen,GB,50.3333,-4.9,57.47,67,2,4.61,clear sky
535,Bartica,GY,6.4,-58.6167,88.12,83,30,3.67,scattered clouds
536,Hatta,IN,24.1167,79.6,76.93,92,100,6.51,overcast clouds
537,Caracuaro,MX,19.0106,-101.1264,86.86,58,68,4.23,broken clouds
538,Hamilton,US,39.1834,-84.5333,78.24,81,100,4.61,haze
539,Tullamore,IE,53.2739,-7.4889,58.5,85,5,2.17,clear sky
540,Fallon,US,39.4735,-118.7774,101.91,13,75,3.44,broken clouds
541,Gigmoto,PH,13.7796,124.39,79.88,87,92,4.14,overcast clouds
542,Fecamp,FR,49.7579,0.3746,60.44,86,1,5.19,clear sky
543,Leiyang,CN,26.4024,112.8591,79.39,75,30,3.8,scattered clouds
544,Ulan-Ude,RU,51.8261,107.6098,57.09,76,40,4.47,scattered clouds
545,Les Cayes,HT,18.2,-73.75,85.37,68,32,11.97,scattered clouds
546,Masterton,NZ,-40.9597,175.6575,52.88,99,100,4.12,overcast clouds
547,Qalyub,EG,30.1792,31.2056,86.79,62,0,7.47,clear sky
548,Paramirim,BR,-13.4425,-42.2389,72.46,46,75,9.08,broken clouds
549,Banda Aceh,ID,5.5577,95.3222,77.52,84,100,9.13,light rain
550,Sunrise Manor,US,36.2111,-115.0731,98.69,36,40,5.75,scattered clouds
551,Pedernales,DO,18.0384,-71.744,91.44,46,0,16.37,clear sky
552,Talakan,RU,50.3167,130.3667,68.5,90,0,3.0,clear sky
553,Liwale,TZ,-9.7667,37.9333,62.58,74,44,3.04,scattered clouds
554,Paita,PE,-5.0892,-81.1144,66.99,79,97,17.18,overcast clouds
555,Zhigansk,RU,66.7697,123.3711,67.3,62,35,2.24,scattered clouds
556,Yerbogachen,RU,61.2767,108.0108,59.45,85,67,8.28,broken clouds
557,Alice Springs,AU,-23.7,133.8833,27.95,93,0,0.0,clear sky
558,Uyuni,BO,-20.4597,-66.825,54.45,14,13,6.87,few clouds
559,Jardim,BR,-21.4803,-56.1381,84.65,26,0,3.87,clear sky
560,Tucuman,AR,-26.8241,-65.2226,80.6,54,12,8.05,few clouds
561,Teseney,ER,15.11,36.6575,73.67,82,100,13.31,overcast clouds
562,Gornyye Klyuchi,RU,45.25,133.5,68.14,95,0,2.28,clear sky
563,La Ronge,CA,55.1001,-105.2842,64.62,72,75,17.27,broken clouds
564,Huilong,CN,31.8111,121.655,80.92,92,96,6.51,overcast clouds
565,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,88,20,6.15,few clouds
566,Auki,SB,-8.7676,160.7034,79.16,78,34,3.06,scattered clouds
567,Nabire,ID,-3.3667,135.4833,74.05,90,29,4.07,scattered clouds
568,Bidor,MY,4.1139,101.2884,75.92,84,100,0.63,overcast clouds
569,Sakaiminato,JP,35.55,133.2333,78.78,94,40,6.91,scattered clouds
570,Alberton,CA,46.8168,-64.0654,77.13,62,66,9.28,broken clouds
571,Westerland,DE,54.9079,8.3033,58.01,67,100,20.71,overcast clouds
572,Ankpa,NG,7.3706,7.6253,71.83,97,98,6.46,overcast clouds
573,Tarrafal,CV,15.2833,-23.7667,81.39,80,100,2.13,overcast clouds
574,Atar,MR,20.5169,-13.0499,88.65,44,52,11.61,moderate rain
575,Martapura,ID,-3.4167,114.85,77.09,94,20,2.3,mist
576,Ust-Omchug,RU,61.15,149.6333,64.42,55,99,4.16,overcast clouds
577,Nam Phong,TH,16.7023,102.8557,82.09,76,6,2.95,clear sky
578,Costa Rica,BR,-23.4167,-54.65,75.85,44,0,4.76,clear sky
579,Coruripe,BR,-10.1256,-36.1756,73.8,82,98,12.82,overcast clouds
580,Rawatsar,IN,29.2833,74.3833,88.29,60,40,11.05,scattered clouds
581,Twin Falls,US,42.3505,-114.6445,91.74,15,0,13.8,clear sky
582,Bambanglipuro,ID,-7.95,110.2833,70.93,92,44,3.02,scattered clouds
583,Saldanha,ZA,-33.0117,17.9442,53.65,88,15,6.2,few clouds
584,Dawlatabad,AF,36.4141,64.9053,87.67,21,0,4.59,clear sky
585,Magistralnyy,RU,56.1725,107.4458,50.97,96,55,2.46,broken clouds
586,Isangel,VU,-19.55,169.2667,74.34,86,97,12.15,overcast clouds
587,Clarence Town,AU,-32.5833,151.7833,51.62,72,2,13.18,clear sky
588,Iberia,US,29.9502,-91.7507,86.97,58,100,12.53,light rain
589,Sabaudia,IT,41.3003,13.0282,79.2,89,0,2.42,clear sky
590,Dukat,RU,62.55,155.55,58.37,43,100,3.91,overcast clouds
591,Sura,RU,53.8879,45.7419,64.36,92,12,3.56,few clouds
592,Pacific Grove,US,36.6177,-121.9166,76.21,75,0,16.11,clear sky
593,Sassandra,CI,4.95,-6.0833,74.52,86,79,9.91,broken clouds
594,Ures,MX,29.4333,-110.4,90.03,43,100,3.8,overcast clouds
595,Roblin,CA,51.23,-101.3565,68.09,57,61,17.49,broken clouds
596,Portland,US,45.5234,-122.6762,100.67,34,0,9.22,clear sky
597,Cayenne,GF,4.9333,-52.3333,82.09,1,75,6.91,broken clouds
598,Mezen,RU,65.8522,44.24,57.6,82,87,5.91,overcast clouds
599,Mariel,CU,22.9875,-82.7536,75.34,69,75,7.81,broken clouds
600,Lima,PE,-12.0432,-77.0282,59.25,82,100,11.5,overcast clouds
601,Rota,ES,36.6224,-6.3586,81.21,78,0,13.8,clear sky
602,Modakeke,NG,7.3833,4.2667,72.07,99,98,3.47,overcast clouds
603,Nam Som,TH,17.7704,102.1895,79.03,82,8,2.08,clear sky
604,Jijiga,ET,9.35,42.8,66.78,51,70,17.72,broken clouds
605,Laguna,US,38.421,-121.4238,96.08,35,0,6.91,clear sky
606,Tiznit,MA,29.5833,-9.5,85.26,31,0,4.05,clear sky
607,Salo,IT,45.6086,10.531,84.29,88,52,10.09,moderate rain
608,Gorin,RU,51.1983,136.6669,58.23,97,100,3.02,overcast clouds
609,Saint-Joseph,RE,-21.3667,55.6167,64.78,80,15,8.25,few clouds
610,Oktyabrskoye,RU,43.0645,44.7417,62.74,93,44,2.24,scattered clouds
611,Nipawin,CA,53.3668,-104.0009,68.04,52,100,18.41,overcast clouds
612,Port Townsend,US,48.117,-122.7605,93.18,51,0,8.99,clear sky
613,Benxi,CN,41.2886,123.765,71.92,91,4,2.26,clear sky
614,Atasu,KZ,48.6814,71.6433,77.43,21,31,12.59,scattered clouds
615,Goderich,CA,43.7501,-81.7165,73.9,40,0,5.75,clear sky
616,Silva Jardim,BR,-22.6508,-42.3917,71.58,86,15,6.69,few clouds
617,Tigil,RU,57.8,158.6667,57.25,54,96,7.99,overcast clouds
618,Talcahuano,CL,-36.7167,-73.1167,55.08,94,75,12.66,broken clouds
619,Les Escoumins,CA,48.1111,-69.0236,52.95,64,41,11.63,scattered clouds
620,Kalmunai,LK,7.4167,81.8167,79.88,82,100,3.36,overcast clouds
621,Sergeyevka,KZ,53.88,67.4158,63.59,90,100,9.4,overcast clouds
622,Leshukonskoye,RU,64.8989,45.7622,60.44,63,100,5.82,overcast clouds
623,San Lazaro,BZ,18.0387,-88.6622,81.86,83,100,6.67,overcast clouds
624,Dakar,SN,14.6937,-17.4441,82.53,78,40,13.8,scattered clouds
625,Colquiri,BO,-17.4167,-67.1333,47.71,28,22,11.95,few clouds
626,Chumikan,RU,54.7183,135.315,53.91,89,3,3.13,clear sky
627,Araouane,ML,18.9048,-3.5265,101.75,9,36,9.26,scattered clouds
628,Kudahuvadhoo,MV,2.6708,72.8944,82.09,77,34,18.77,light rain
629,Tabuk,PH,17.4189,121.4443,74.55,92,87,1.86,overcast clouds
630,Monze,ZM,-16.2833,27.4833,56.25,51,0,4.0,clear sky
631,Killybegs,IE,54.6333,-8.45,56.91,77,6,3.29,clear sky
632,Agara,GE,42.0376,43.8238,62.17,96,100,3.94,light rain
633,Koppies,ZA,-27.2418,27.5742,53.91,47,47,7.47,scattered clouds
634,Senanga,ZM,-16.1167,23.2667,57.72,40,5,6.55,clear sky
635,Thunder Bay,CA,48.4001,-89.3168,71.58,78,100,11.5,overcast clouds
636,Kruisfontein,ZA,-34.0033,24.7314,54.88,47,40,7.45,scattered clouds
637,Wasilla,US,61.5814,-149.4394,62.65,46,0,6.91,clear sky
638,Piran,SI,45.5278,13.5706,82.51,50,51,1.14,broken clouds
639,Sile,TR,41.1754,29.6133,74.07,68,0,1.01,clear sky
640,Adrar,MR,20.5022,-10.0711,102.52,15,86,6.13,overcast clouds
641,Ambatondrazaka,MG,-17.8333,48.4167,55.63,97,36,3.02,scattered clouds
642,Port Hawkesbury,CA,45.6169,-61.3485,81.91,67,40,5.75,scattered clouds
643,Charagua,BO,-19.8,-63.2167,89.17,36,2,14.36,clear sky
644,Ust-Kuyga,RU,70.0167,135.6,67.12,65,70,0.18,broken clouds
645,Athabasca,CA,54.7169,-113.2854,73.81,36,34,4.72,scattered clouds
646,Cherat,PK,33.8233,71.8915,73.33,66,75,3.42,broken clouds
647,Saint-Pierre,RE,-21.3393,55.4781,67.91,70,0,9.22,clear sky
648,Parana,AR,-31.732,-60.5238,80.51,64,100,6.89,overcast clouds
649,Osakarovka,KZ,50.565,72.5692,70.59,31,55,9.17,broken clouds
650,Samdrup Jongkhar,BT,26.9167,91.6167,68.88,94,40,1.95,scattered clouds
651,Pestovo,RU,58.5938,35.8024,67.15,77,100,1.59,overcast clouds
652,Belyy Yar,RU,53.6039,91.3903,50.86,93,45,2.24,fog
653,Jiazi,CN,22.8779,116.067,81.91,81,0,6.42,clear sky
654,Lubumbashi,CD,-11.6609,27.4794,59.13,50,5,4.83,clear sky
655,Springdale,US,36.1867,-94.1288,105.48,31,0,12.66,clear sky
656,Kanniyakumari,IN,8.0833,77.5667,77.61,84,45,8.66,scattered clouds
657,Mustafabad,PK,30.8922,73.4989,86.14,64,42,6.87,scattered clouds
658,Ostrovnoy,RU,68.0531,39.5131,59.68,74,100,17.38,overcast clouds
659,Grand Gaube,MU,-20.0064,57.6608,68.4,77,2,3.0,clear sky
660,Deputatskiy,RU,69.3,139.9,53.11,65,55,4.18,broken clouds
661,Zykovo,RU,55.9519,93.1461,50.99,96,94,4.23,overcast clouds
662,Kvarkeno,RU,52.0833,59.725,62.46,91,100,14.34,overcast clouds
663,Dutse,NG,11.7594,9.3392,77.29,78,98,13.42,light rain
664,Marsa Matruh,EG,31.3525,27.2453,78.64,83,0,10.6,clear sky
665,Sehithwa,BW,-20.4667,22.7167,61.9,34,0,7.58,clear sky
666,Varadero,CU,23.1536,-81.2514,83.16,76,41,15.1,moderate rain
667,Suntar,RU,62.1444,117.6319,70.47,83,1,4.05,clear sky
668,Maragogi,BR,-9.0122,-35.2225,74.37,85,93,12.75,overcast clouds
669,Reforma,MX,18.1,-91.0167,93.2,45,51,6.11,broken clouds
670,Noumea,NC,-22.2763,166.4572,69.01,99,0,5.35,clear sky
671,Mozarlandia,BR,-14.7447,-50.5706,85.14,24,0,2.68,clear sky
672,Gizo,SB,-8.103,156.8419,81.55,77,100,7.2,overcast clouds
673,Ruidoso,US,33.3317,-105.673,78.96,76,94,8.05,overcast clouds
674,Rudbar,AF,30.15,62.6,86.04,62,23,13.24,few clouds
675,Pickerington,US,39.8842,-82.7535,77.16,78,100,3.44,light rain
676,Hlotse,LS,-28.8718,28.045,50.31,38,73,4.83,broken clouds
677,Bataipora,BR,-22.2953,-53.2711,80.02,31,0,4.63,clear sky
678,Sal Rei,CV,16.1833,-22.9167,78.73,79,73,5.77,broken clouds
